snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane,charge_mw__Ardnagappary,discharge_mw__Ardnagappary,soc_mwh__Ardnagappary,charge_mw__Drumkeen,discharge_mw__Drumkeen,soc_mwh__Drumkeen
2030-01-14 06:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-14 07:00:00,1.0,0.0,1.603738310146504,0.0,32.52143974927974,0.0,1.603738310146504,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,1.603738310146504,-0.0,9.271439749279743
2030-01-14 08:00:00,1.0,0.0,27.711229372954747,0.0,58.81062022384872,0.0,27.711229372954747,1.603738310146504,-0.0,9.271439749279743,1.603738310146504,-0.0,9.271439749279743,3.2537527526617396,-0.0,10.836780892436076,21.25,-0.0,29.430959832853162
2030-01-14 09:00:00,1.0,0.0,85.0,0.0,139.4487005581424,0.0,85.0,21.25,-0.0,29.430959832853162,21.25,-0.0,29.430959832853162,21.25,-0.0,30.996300976009493,21.25,-0.0,49.59047991642658
2030-01-14 10:00:00,1.0,0.0,62.099985557484764,0.0,198.36191966570632,0.0,62.099985557484764,21.25,-0.0,49.59047991642658,21.25,-0.0,49.59047991642658,19.599985557484764,-0.0,49.59047991642658,-0.0,-0.0,49.59047991642658
2030-01-14 11:00:00,1.0,0.0,85.0,0.0,279.0,0.0,85.0,21.25,-0.0,69.75,21.25,-0.0,69.75,21.25,-0.0,69.75,21.25,-0.0,69.75
2030-01-14 12:00:00,1.0,0.0,0.0,41.45396668689581,235.30368240688838,41.45396668689581,0.0,-0.0,21.249999999999993,47.350533240473986,-0.0,20.203966686895818,48.453149166414406,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-14 13:00:00,1.0,0.0,0.0,51.52890943529819,180.98744268686067,51.52890943529819,0.0,-0.0,16.31836447913186,30.14946675952602,-0.0,17.364397792236037,30.14946675952602,-0.0,17.8461471639303,50.93850916780865,-0.0,-0.0,69.75
2030-01-14 14:00:00,1.0,0.0,0.0,85.0,91.3895756487566,85.0,0.0,-0.0,21.25,7.75,-0.0,21.25,7.75,-0.0,21.25,28.539042408282626,-0.0,21.25,47.35053324047398
2030-01-14 15:00:00,1.0,0.0,77.40853262221317,0.0,164.8257576740486,0.0,77.40853262221317,13.658532622213173,-0.0,20.707621774571727,21.25,-0.0,27.90952008357342,21.25,-0.0,48.698562491856045,21.25,-0.0,67.51005332404739
2030-01-14 16:00:00,1.0,0.0,0.0,1.4210854715202004e-14,164.82575767404856,1.4210854715202004e-14,0.0,-0.0,-0.0,20.707621774571727,-0.0,-0.0,27.90952008357342,-0.0,1.4210854715202004e-14,48.69856249185603,-0.0,-0.0,67.51005332404739
2030-01-14 17:00:00,1.0,0.0,34.966167852066455,0.0,197.99757711213482,0.0,34.966167852066455,11.355056740955332,-0.0,31.47997445313195,21.25,-0.0,48.06904016714684,-0.0,-0.0,48.69856249185603,2.3611111111111187,-0.0,69.75
2030-01-14 18:00:00,1.0,0.0,0.0,60.57112412095045,134.15000622581206,60.57112412095045,0.0,-0.0,1.2622304268516529,30.14946675952602,-0.0,21.25,25.669573407620973,-0.0,17.597217315201217,30.14946675952602,-0.0,20.461676378897586,48.18149929913905
2030-01-14 19:00:00,1.0,0.0,0.0,29.027427002462506,103.55241157846021,29.027427002462506,0.0,-0.0,-0.0,30.14946675952602,-0.0,11.920738902228237,13.104011299882142,-0.0,-0.0,30.14946675952602,-0.0,17.10668810023427,30.14946675952602
2030-01-14 20:00:00,1.0,0.0,0.0,68.8292610977719,31.0,68.8292610977719,0.0,-0.0,21.25,7.75,-0.0,5.079261097771909,7.75,-0.0,21.25,7.75,-0.0,21.25,7.75
2030-01-14 21:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-14 22:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-14 23:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-15 00:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-15 01:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-15 02:00:00,1.0,0.0,4.811214930439512,0.0,35.56431924783923,0.0,4.811214930439512,1.603738310146504,-0.0,9.271439749279743,-0.0,-0.0,7.75,1.603738310146504,-0.0,9.271439749279743,1.603738310146504,-0.0,9.271439749279743
2030-01-15 03:00:00,1.0,0.0,68.50113177133204,0.0,100.55019885685935,0.0,68.50113177133204,21.25,-0.0,29.430959832853162,4.751131771332041,-0.0,12.25731935829986,21.25,-0.0,29.430959832853162,21.25,-0.0,29.430959832853162
2030-01-15 04:00:00,1.0,0.0,85.0,0.0,181.18827919115301,0.0,85.0,21.25,-0.0,49.59047991642658,21.25,-0.0,32.41683944187328,21.25,-0.0,49.59047991642658,21.25,-0.0,49.59047991642658
2030-01-15 05:00:00,1.0,0.0,85.0,0.0,261.8263595254467,0.0,85.0,21.25,-0.0,69.75,21.25,-0.0,52.5763595254467,21.25,-0.0,69.75,21.25,-0.0,69.75
2030-01-15 06:00:00,1.0,0.0,18.102606538814463,0.0,279.0,0.0,18.102606538814463,-0.0,-0.0,69.75,18.102606538814463,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 07:00:00,1.0,0.0,0.0,14.546746950114198,263.6663823638438,14.546746950114198,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,14.546746950114198,54.41638236384379,-0.0,-0.0,69.75
2030-01-15 08:00:00,1.0,0.0,0.0,0.0,263.6663823638438,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,54.41638236384379,-0.0,-0.0,69.75
2030-01-15 09:00:00,1.0,0.0,16.163052166793555,0.0,279.0,0.0,16.163052166793555,-0.0,-0.0,69.75,-0.0,-0.0,69.75,16.163052166793555,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 10:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 11:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 12:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 13:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 14:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75,-0.0,-0.0,69.75
2030-01-15 15:00:00,1.0,0.0,0.0,85.0,189.40213296189592,85.0,0.0,-0.0,21.25,47.35053324047398,-0.0,21.25,47.35053324047398,-0.0,21.25,47.35053324047398,-0.0,21.25,47.35053324047398
2030-01-15 16:00:00,1.0,0.0,0.0,75.1367289582637,110.20106648094796,75.1367289582637,0.0,-0.0,16.31836447913185,30.14946675952602,-0.0,21.25,24.951066480947958,-0.0,21.25,24.951066480947958,-0.0,16.31836447913185,30.14946675952602
2030-01-15 17:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 18:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 19:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 20:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 21:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 22:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-15 23:00:00,1.0,0.0,0.0,0.0,110.20106648094796,0.0,0.0,-0.0,-0.0,30.14946675952602,-0.0,-0.0,24.951066480947958,-0.0,-0.0,24.951066480947958,-0.0,-0.0,30.14946675952602
2030-01-16 00:00:00,1.0,0.0,0.0,75.1367289582637,31.0,75.1367289582637,0.0,-0.0,21.25,7.75,-0.0,16.31836447913185,7.75,-0.0,16.31836447913185,7.75,-0.0,21.25,7.75
2030-01-16 01:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 02:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 03:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 04:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 05:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 06:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 07:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 08:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 09:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 10:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 11:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 12:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 13:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 14:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 15:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 16:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75,-0.0,-0.0,7.75
2030-01-16 17:00:00,1.0,0.0,47.52840930822124,0.0,76.08940809361806,0.0,47.52840930822124,21.25,-0.0,27.90952008357342,-0.0,-0.0,7.75,5.028409308221247,-0.0,12.520367926471234,21.25,-0.0,27.90952008357342
2030-01-16 18:00:00,1.0,0.0,0.0,13.387586333436195,61.977653031684504,13.387586333436195,0.0,-0.0,8.862017956037048,18.568132948111085,-0.0,2.5579538487363604e-14,7.75,-0.0,4.5255683773991215,7.75,-0.0,-0.0,27.90952008357342
