snapshot,flow_abs_mw__5041-17010-2,static_rating_mva__5041-17010-2,s_max_pu__5041-17010-2,dynamic_rating_mva__5041-17010-2,dynamic_loading_pct__5041-17010-2,target_aggregate_abs_flow_mw,target_aggregate_dynamic_rating_mva,target_max_dynamic_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_discharge_mw,battery_model_soc_mwh,battery_physical_soc_pct,battery_hourly_throughput_mw
2030-01-14 06:00:00,176.29856065319498,210,1.093550522245313,229.64560967151573,76.76983718755687,176.29856065319498,229.64560967151573,76.76983718755687,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 07:00:00,241.78502419203042,210,1.151357258057288,241.78502419203042,100.0,241.78502419203042,241.78502419203042,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 08:00:00,242.44846616534753,210,1.154516505549274,242.44846616534753,100.0,242.44846616534753,242.44846616534753,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 09:00:00,233.3477625474508,210,1.211938241136088,254.50703063857847,91.6861754121144,233.3477625474508,254.50703063857847,91.6861754121144,63.92,0.0,-63.92,60.63983641138884,42.51535497350552,63.92
2030-01-14 10:00:00,237.95960398284595,210,1.19135371091488,250.18427929212484,95.1137316285949,237.95960398284595,250.18427929212484,95.1137316285949,29.42723586953658,0.0,-29.42723586953658,88.55696358861118,57.4846450264945,29.42723586953658
2030-01-14 11:00:00,229.0679932002827,210,1.229579302244586,258.21165347136315,88.7132668571395,229.0679932002827,258.21165347136315,88.7132668571395,63.92,0.0,-63.92,149.19680000000002,90.0,63.92
2030-01-14 12:00:00,176.1240478017685,210,1.075002013964375,225.75042293251883,78.01715076051724,176.1240478017685,225.75042293251883,78.01715076051724,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-14 13:00:00,220.12593064553425,210,1.073384354689144,225.41071448472013,97.65548685151605,220.12593064553425,225.41071448472013,97.65548685151605,0.0,63.92,63.92,81.81920398734574,53.8718278072161,63.92
2030-01-14 14:00:00,111.11479585882135,210,1.034952130857628,217.33994748010187,51.124883919001704,111.11479585882135,217.33994748010187,51.124883919001704,0.0,0.0,0.0,81.81920398734574,53.8718278072161,0.0
2030-01-14 15:00:00,242.23154105265087,210,1.153483528822147,242.23154105265087,100.0,242.23154105265087,242.23154105265087,100.0,37.96683010576977,0.0,-37.96683010576977,117.83770158861094,73.18510937961722,37.96683010576977
2030-01-14 16:00:00,235.52985599207463,210,1.121570742819403,235.52985599207463,100.0,235.52985599207463,235.52985599207463,100.0,0.0,43.29282304418018,43.29282304418018,72.20305920253304,48.715607413849646,43.29282304418018
2030-01-14 17:00:00,238.5741588895134,210,1.1604173837021001,243.68765057744108,97.90162050649232,238.5741588895134,243.68765057744108,97.90162050649232,0.0,0.0,0.0,72.20305920253304,48.715607413849646,0.0
2030-01-14 18:00:00,160.5016125281177,210,1.110964107223533,233.30246251694183,68.79550725550635,160.5016125281177,233.30246251694183,68.79550725550635,0.0,0.0,0.0,72.20305920253304,48.715607413849646,0.0
2030-01-14 19:00:00,235.27576151850968,210,1.12036076913576,235.27576151850968,100.0,235.27576151850968,235.27576151850968,100.0,0.0,59.957349498601914,59.957349498601914,9.002463575087482,14.827161748824363,59.957349498601914
2030-01-14 20:00:00,111.52786376453082,210,1.061360792657813,222.88576645814084,50.038127394499355,111.52786376453082,222.88576645814084,50.038127394499355,0.0,8.540486834993612,8.540486834993612,0.0,10.0,8.540486834993612
2030-01-14 21:00:00,145.24909329451435,210,1.071948090259262,225.10909895444502,64.52386596949961,145.24909329451435,225.10909895444502,64.52386596949961,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 22:00:00,117.46083933608843,210,1.052607895202542,221.04765799253377,53.138241953260525,117.46083933608843,221.04765799253377,53.138241953260525,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 23:00:00,238.73959333943688,210,1.136855206378271,238.73959333943688,100.0,238.73959333943688,238.73959333943688,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 00:00:00,245.01953451133102,210,1.193702183897782,250.67745861853422,97.74294659823678,245.01953451133102,250.67745861853422,97.74294659823678,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 01:00:00,241.8903803327808,210,1.211576342796761,254.43103198731976,95.07109979604849,241.8903803327808,254.43103198731976,95.07109979604849,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 02:00:00,229.99418928627745,210,1.214096932150196,254.96035575154116,90.2078241177255,229.99418928627745,254.96035575154116,90.2078241177255,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 03:00:00,213.13861539981193,210,1.247023564597154,261.8749485654023,81.38946339366301,213.13861539981193,261.8749485654023,81.38946339366301,29.42723586953658,0.0,-29.42723586953658,27.91712717722234,24.96929005298899,29.42723586953658
2030-01-15 04:00:00,205.59616419815848,210,1.2569787750913681,263.9655427691874,77.88750078563574,205.59616419815848,263.9655427691874,77.88750078563574,63.92,0.0,-63.92,88.55696358861118,57.4846450264945,63.92
2030-01-15 05:00:00,215.39804827489223,210,1.242597058663,260.9453823192299,82.54526152579434,215.39804827489223,260.9453823192299,82.54526152579434,63.92,0.0,-63.92,149.19680000000002,90.0,63.92
2030-01-15 06:00:00,225.17228137354869,210,1.205225754787493,253.09740850537352,88.96664833641236,225.17228137354869,253.09740850537352,88.96664833641236,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-15 07:00:00,243.30675685571057,210,1.158603604074812,243.30675685571057,100.0,243.30675685571057,243.30675685571057,100.0,0.0,19.92483246986147,19.92483246986147,128.19418246598653,78.73830133943169,19.92483246986147
2030-01-15 08:00:00,246.70719132091605,210,1.180554836723356,247.91651571190485,99.51220499065334,246.70719132091605,247.91651571190485,99.51220499065334,0.0,0.0,0.0,128.19418246598653,78.73830133943169,0.0
2030-01-15 09:00:00,230.9656890588666,210,1.205695684372189,253.19609371815963,91.22008387537038,230.9656890588666,253.19609371815963,91.22008387537038,22.138702744290526,0.0,-22.138702744290526,149.19680000000002,90.0,22.138702744290526
2030-01-15 10:00:00,227.1078639880078,210,1.16730046519436,245.1330976908156,92.64675644675985,227.1078639880078,245.1330976908156,92.64675644675985,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-15 11:00:00,211.33664855904453,210,1.186174265126467,249.09659567655814,84.84124320729643,211.33664855904453,249.09659567655814,84.84124320729643,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-15 12:00:00,207.67138162783382,210,1.1451687156659731,240.48543028985426,86.35507830039015,207.67138162783382,240.48543028985426,86.35507830039015,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-15 13:00:00,159.70415060303182,210,1.094217558005196,229.78568718109116,69.50134821807723,159.70415060303182,229.78568718109116,69.50134821807723,0.0,0.0,0.0,149.19680000000002,90.0,0.0
2030-01-15 14:00:00,125.06822138140396,210,1.050924732269811,220.6941937766603,56.670372356044574,125.06822138140396,220.6941937766603,56.670372356044574,0.0,63.92,63.92,81.81920398734574,53.8718278072161,63.92
2030-01-15 15:00:00,61.2202154801549,210,1.026278880918019,215.51856499278395,28.40600552541944,61.2202154801549,215.51856499278395,28.40600552541944,0.0,0.0,0.0,81.81920398734574,53.8718278072161,0.0
2030-01-15 16:00:00,26.30543175509009,210,1.011590423229177,212.43398887812728,12.382873331151087,26.30543175509009,212.43398887812728,12.382873331151087,0.0,0.0,0.0,81.81920398734574,53.8718278072161,0.0
2030-01-15 17:00:00,17.689633833350232,210,1.002099734025933,210.44094414544597,8.405984826376784,17.689633833350232,210.44094414544597,8.405984826376784,0.0,0.0,0.0,81.81920398734574,53.8718278072161,0.0
2030-01-15 18:00:00,110.68109063603534,210,1.028624722771743,216.01119178206596,51.238590798434956,110.68109063603534,216.01119178206596,51.238590798434956,0.0,63.92,63.92,14.441607974691465,17.743655614432196,63.92
2030-01-15 19:00:00,39.5706381473218,210,1.007600788046897,211.59616548984835,18.701018544317744,39.5706381473218,211.59616548984835,18.701018544317744,0.0,0.0,0.0,14.441607974691465,17.743655614432196,0.0
2030-01-15 20:00:00,54.35925665740511,210,1.014420197409078,213.0282414559063,25.51739444774822,54.35925665740511,213.0282414559063,25.51739444774822,0.0,0.0,0.0,14.441607974691465,17.743655614432196,0.0
2030-01-15 21:00:00,3.186199125680576,210,1.0,210.0,1.517237678895513,3.186199125680576,210.0,1.517237678895513,0.0,0.0,0.0,14.441607974691465,17.743655614432196,0.0
2030-01-15 22:00:00,13.65323764274475,210,1.0,210.0,6.501541734640358,13.65323764274475,210.0,6.501541734640358,0.0,0.0,0.0,14.441607974691465,17.743655614432196,0.0
2030-01-15 23:00:00,18.025756249275794,210,1.0,210.0,8.583693452036092,18.025756249275794,210.0,8.583693452036092,0.0,0.0,0.0,14.441607974691465,17.743655614432196,0.0
