snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane,charge_mw__Ardnagappary,discharge_mw__Ardnagappary,soc_mwh__Ardnagappary
2030-01-14 06:00:00,1.0,0.0,0.0,0.0,31.000000000000004,0.0,0.0,-0.0,-0.0,10.333333333333334,-0.0,-0.0,10.333333333333334,-0.0,-0.0,10.333333333333336
2030-01-14 07:00:00,1.0,0.0,0.0,0.0,31.000000000000004,0.0,0.0,-0.0,-0.0,10.333333333333334,-0.0,-0.0,10.333333333333334,-0.0,-0.0,10.333333333333336
2030-01-14 08:00:00,1.0,0.0,26.87024798577917,0.0,56.491355478584154,0.0,26.87024798577917,22.593612492055144,-0.0,31.76751614717149,2.1383177468620085,-0.0,12.361919665706328,2.138317746862018,-0.0,12.361919665706338
2030-01-14 09:00:00,1.0,0.0,85.0,0.0,137.12943581287783,0.0,85.0,28.333333333333332,-0.0,58.64687625860272,28.333333333333332,-0.0,39.24127977713755,28.333333333333343,-0.0,39.24127977713757
2030-01-14 10:00:00,1.0,0.0,64.54470525480687,0.0,198.36191966570635,0.0,64.54470525480687,7.878038588140196,-0.0,66.12063988856877,28.333333333333332,-0.0,66.12063988856877,28.333333333333343,-0.0,66.1206398885688
2030-01-14 11:00:00,1.0,0.0,85.0,0.0,279.0,0.0,85.0,28.333333333333332,-0.0,93.0,28.333333333333332,-0.0,93.0,28.333333333333343,-0.0,93.00000000000003
2030-01-14 12:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,92.99999999999994,-0.0,-0.0,93.0,-0.0,-0.0,93.00000000000003
2030-01-14 13:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,92.99999999999994,-0.0,-0.0,93.0,-0.0,-0.0,93.00000000000003
2030-01-14 14:00:00,1.0,0.0,0.0,85.0,189.40213296189586,85.0,0.0,-0.0,28.333333333333332,63.134044320631915,-0.0,28.333333333333332,63.13404432063197,-0.0,28.333333333333343,63.134044320631986
2030-01-14 15:00:00,1.0,0.0,59.47827659237789,0.0,245.8281805619136,0.0,59.47827659237789,28.333333333333332,-0.0,90.01340443206314,27.99679511089646,-0.0,89.69413624128173,3.1481481481480955,-0.0,66.12063988856873
2030-01-14 16:00:00,1.0,0.0,0.0,0.0,245.8281805619136,0.0,0.0,-0.0,-0.0,90.01340443206314,-0.0,-0.0,89.69413624128173,-0.0,-0.0,66.12063988856873
2030-01-14 17:00:00,1.0,0.0,34.966167852066725,0.0,279.0,0.0,34.966167852066725,3.1481481481482687,-0.0,93.0,3.4846863705851163,-0.0,93.0,28.333333333333343,-0.0,93.00000000000003
2030-01-14 18:00:00,1.0,0.0,0.0,36.2460309140651,240.79332872356005,36.2460309140651,0.0,-0.0,21.757819305509223,70.0652446920694,-0.0,14.488211608555877,77.72808403149062,-0.0,-0.0,93.00000000000003
