snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane,charge_mw__Ardnagappary,discharge_mw__Ardnagappary,soc_mwh__Ardnagappary,charge_mw__Drumkeen,discharge_mw__Drumkeen,soc_mwh__Drumkeen
2030-01-14 06:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5
2030-01-14 07:00:00,1.0,0.0,18.509060023590187,0.0,39.559236106994454,0.0,18.509060023590187,1.3800723491362408,-0.0,6.809251587726889,1.3800723491362408,-0.0,6.809251587726889,4.498915325317704,-0.0,9.768045828472399,11.25,-0.0,16.172687103068277
2030-01-14 08:00:00,1.0,0.0,32.01122937295478,0.0,69.92775476318067,0.0,32.01122937295478,11.25,-0.0,17.481938690795168,11.25,-0.0,17.481938690795168,8.131157023818536,-0.0,17.481938690795168,1.3800723491362428,-0.0,17.481938690795168
2030-01-14 09:00:00,1.0,0.0,45.0,0.0,112.61850317545378,0.0,45.0,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445
2030-01-14 10:00:00,1.0,0.0,45.0,0.0,155.3092515877269,0.0,45.0,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172
2030-01-14 11:00:00,1.0,0.0,45.0,0.0,198.0,0.0,45.0,11.25,-0.0,49.5,11.25,-0.0,49.5,11.25,-0.0,49.5,11.25,-0.0,49.5
2030-01-14 12:00:00,1.0,0.0,0.0,41.45396668689575,154.30368240688844,41.45396668689575,0.0,-0.0,11.25,37.64145877436857,-0.0,11.25,37.64145877436857,-0.0,11.25,37.64145877436857,-0.0,7.703966686895747,41.37930608378272
2030-01-14 13:00:00,1.0,0.0,0.0,45.0,106.86951750436275,45.0,0.0,-0.0,11.25,25.78291754873715,-0.0,11.25,25.78291754873715,-0.0,11.25,25.78291754873715,-0.0,11.25,29.5207648581513
2030-01-14 14:00:00,1.0,0.0,0.0,33.45641783439212,71.6033566020437,33.45641783439212,0.0,-0.0,1.668319407065269,24.02435448507453,-0.0,11.25,13.924376323105726,-0.0,11.25,13.924376323105726,-0.0,9.288098427326853,19.730249470757713
2030-01-14 15:00:00,1.0,0.0,45.0,0.0,114.29410501431681,0.0,45.0,11.25,-0.0,34.69704158814281,11.25,-0.0,24.597063426174003,11.25,-0.0,24.597063426174003,11.25,-0.0,30.40293657382599
2030-01-14 16:00:00,1.0,0.0,0.0,0.0,114.29410501431681,0.0,0.0,-0.0,-0.0,34.69704158814281,-0.0,-0.0,24.597063426174003,-0.0,-0.0,24.597063426174003,-0.0,-0.0,30.40293657382599
2030-01-14 17:00:00,1.0,0.0,34.966167852066704,0.0,147.46592445240327,0.0,34.966167852066704,6.7236158809363,-0.0,41.07562367689427,5.742551971130406,-0.0,30.044926569372475,11.25,-0.0,35.26975052924228,11.25,-0.0,41.07562367689427
2030-01-14 18:00:00,1.0,0.0,0.0,45.0,100.03175954987759,45.0,0.0,-0.0,11.25,29.217082451262847,-0.0,11.25,18.18638534374105,-0.0,11.25,23.411209303610857,-0.0,11.25,29.217082451262847
2030-01-14 19:00:00,1.0,0.0,0.0,29.027427002462552,69.4341649025257,29.027427002462552,0.0,-0.0,11.25,17.358541225631424,-0.0,0.7853618882399616,17.358541225631424,-0.0,5.7420651142225925,17.358541225631424,-0.0,11.25,17.358541225631424
2030-01-14 20:00:00,1.0,0.0,0.0,0.0,69.4341649025257,0.0,0.0,-0.0,-0.0,17.358541225631424,-0.0,-0.0,17.358541225631424,-0.0,-0.0,17.358541225631424,-0.0,-0.0,17.358541225631424
2030-01-14 21:00:00,1.0,0.0,0.0,45.0,22.0,45.0,0.0,-0.0,11.25,5.5,-0.0,11.25,5.5,-0.0,11.25,5.5,-0.0,11.25,5.5
2030-01-14 22:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5
2030-01-14 23:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5
2030-01-15 00:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5
2030-01-15 01:00:00,1.0,0.0,1.3800723491362408,0.0,23.30925158772689,0.0,1.3800723491362408,-0.0,-0.0,5.5,-0.0,-0.0,5.5,-0.0,-0.0,5.5,1.3800723491362408,-0.0,6.809251587726889
2030-01-15 02:00:00,1.0,0.0,31.037610508594256,0.0,52.75411428862737,0.0,31.037610508594256,7.157538159458015,-0.0,12.290236907037034,11.25,-0.0,16.172687103068277,1.3800723491362408,-0.0,6.809251587726889,11.25,-0.0,17.481938690795168
2030-01-15 03:00:00,1.0,0.0,45.0,0.0,95.44486270090049,0.0,45.0,11.25,-0.0,22.96292401010531,11.25,-0.0,26.845374206136555,11.25,-0.0,17.481938690795168,11.25,-0.0,28.154625793863445
2030-01-15 04:00:00,1.0,0.0,45.0,0.0,138.13561111317358,0.0,45.0,11.25,-0.0,33.63561111317359,11.25,-0.0,37.51806130920483,11.25,-0.0,28.154625793863445,11.25,-0.0,38.82731289693172
2030-01-15 05:00:00,1.0,0.0,45.0,0.0,180.8263595254467,0.0,45.0,11.25,-0.0,44.308298216241866,11.25,-0.0,48.19074841227311,11.25,-0.0,38.82731289693172,11.25,-0.0,49.5
2030-01-15 06:00:00,1.0,0.0,18.102606538814467,0.0,198.0,0.0,18.102606538814467,5.472534189678225,-0.0,49.5,1.3800723491362428,-0.0,49.5,11.25,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 07:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 08:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 09:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 10:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 11:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 12:00:00,1.0,0.0,0.0,0.0,198.00000000000006,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.50000000000004,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 13:00:00,1.0,0.0,0.0,0.0,198.00000000000006,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.50000000000004,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 14:00:00,1.0,0.0,0.0,0.0,198.00000000000006,0.0,0.0,-0.0,-0.0,49.5,-0.0,-0.0,49.50000000000004,-0.0,-0.0,49.5,-0.0,-0.0,49.5
2030-01-15 15:00:00,1.0,0.0,0.0,45.0,150.56583509747435,45.0,0.0,-0.0,11.25,37.64145877436857,-0.0,11.25,37.641458774368616,-0.0,11.25,37.64145877436857,-0.0,11.25,37.64145877436857
2030-01-15 16:00:00,1.0,0.0,0.0,0.0,150.56583509747435,0.0,0.0,-0.0,-0.0,37.64145877436857,-0.0,-0.0,37.641458774368616,-0.0,-0.0,37.64145877436857,-0.0,-0.0,37.64145877436857
2030-01-15 17:00:00,1.0,0.0,0.0,0.0,150.56583509747435,0.0,0.0,-0.0,-0.0,37.64145877436857,-0.0,-0.0,37.641458774368616,-0.0,-0.0,37.64145877436857,-0.0,-0.0,37.64145877436857
2030-01-15 18:00:00,1.0,0.0,0.0,45.0,103.13167019494864,45.0,0.0,-0.0,11.25,25.782917548737153,-0.0,11.25,25.782917548737196,-0.0,11.25,25.78291754873715,-0.0,11.25,25.782917548737153
2030-01-15 19:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-15 20:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-15 21:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-15 22:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-15 23:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-16 00:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-16 01:00:00,1.0,0.0,0.0,0.0,103.13167019494864,0.0,0.0,-0.0,-0.0,25.782917548737153,-0.0,-0.0,25.782917548737196,-0.0,-0.0,25.78291754873715,-0.0,-0.0,25.782917548737153
2030-01-16 02:00:00,1.0,0.0,0.0,45.0,55.69750529242297,45.0,0.0,-0.0,11.25,13.924376323105733,-0.0,11.25,13.924376323105776,-0.0,11.25,13.924376323105726,-0.0,11.25,13.924376323105733
2030-01-16 03:00:00,1.0,0.0,0.0,0.0,55.69750529242297,0.0,0.0,-0.0,-0.0,13.924376323105733,-0.0,-0.0,13.924376323105776,-0.0,-0.0,13.924376323105726,-0.0,-0.0,13.924376323105733
2030-01-16 04:00:00,1.0,0.0,0.0,0.0,55.69750529242297,0.0,0.0,-0.0,-0.0,13.924376323105733,-0.0,-0.0,13.924376323105776,-0.0,-0.0,13.924376323105726,-0.0,-0.0,13.924376323105733
2030-01-16 05:00:00,1.0,0.0,0.0,0.0,55.69750529242297,0.0,0.0,-0.0,-0.0,13.924376323105733,-0.0,-0.0,13.924376323105776,-0.0,-0.0,13.924376323105726,-0.0,-0.0,13.924376323105733
2030-01-16 06:00:00,1.0,0.0,0.0,0.0,55.69750529242297,0.0,0.0,-0.0,-0.0,13.924376323105733,-0.0,-0.0,13.924376323105776,-0.0,-0.0,13.924376323105726,-0.0,-0.0,13.924376323105733
2030-01-16 07:00:00,1.0,0.0,0.0,0.0,55.69750529242297,0.0,0.0,-0.0,-0.0,13.924376323105733,-0.0,-0.0,13.924376323105776,-0.0,-0.0,13.924376323105726,-0.0,-0.0,13.924376323105733
