snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane,charge_mw__Ardnagappary,discharge_mw__Ardnagappary,soc_mwh__Ardnagappary,charge_mw__Drumkeen,discharge_mw__Drumkeen,soc_mwh__Drumkeen
2030-01-14 06:00:00,1.0,0.0,0.0,31.968260456890402,22.0,31.968260456890402,0.0,-0.0,7.9920651142226005,5.5,-0.0,7.9920651142226005,5.5,-0.0,7.9920651142226005,5.5,-0.0,7.9920651142226005,5.5
2030-01-14 07:00:00,1.0,0.0,20.132858067698088,0.0,41.09970619084672,0.0,20.132858067698088,11.25,-0.0,16.172687103068277,1.3800723491362408,-0.0,6.809251587726889,6.122713369425604,-0.0,11.308515912324655,1.3800723491362408,-0.0,6.809251587726889
2030-01-14 08:00:00,1.0,0.0,30.38743132884688,0.0,69.92775476318067,0.0,30.38743132884688,1.3800723491362428,-0.0,17.481938690795168,11.25,-0.0,17.481938690795168,6.507358979710636,-0.0,17.481938690795168,11.25,-0.0,17.481938690795168
2030-01-14 09:00:00,1.0,0.0,45.0,0.0,112.61850317545378,0.0,45.0,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445,11.25,-0.0,28.154625793863445
2030-01-14 10:00:00,1.0,0.0,45.0,0.0,155.3092515877269,0.0,45.0,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172,11.25,-0.0,38.82731289693172
2030-01-14 11:00:00,1.0,0.0,45.0,0.0,198.0,0.0,45.0,11.25,-0.0,49.5,11.25,-0.0,49.5,11.25,-0.0,49.5,11.25,-0.0,49.5
2030-01-14 12:00:00,1.0,0.0,0.0,41.45396668689574,154.30368240688844,41.45396668689574,0.0,-0.0,7.70396668689574,41.37930608378273,-0.0,11.25,37.64145877436857,-0.0,11.25,37.64145877436857,-0.0,11.25,37.64145877436857
2030-01-14 13:00:00,1.0,0.0,0.0,33.45641783439213,119.03752150456938,33.45641783439213,0.0,-0.0,5.214352720169529,35.88289571070595,-0.0,11.25,25.78291754873715,-0.0,11.25,25.78291754873715,-0.0,5.742065114222596,31.588790696389136
2030-01-14 14:00:00,1.0,0.0,0.0,45.0,71.6033566020437,45.0,0.0,-0.0,11.25,24.024354485074536,-0.0,11.25,13.924376323105726,-0.0,11.25,13.924376323105726,-0.0,11.25,19.730249470757713
2030-01-14 15:00:00,1.0,0.0,45.0,0.0,114.29410501431681,0.0,45.0,11.25,-0.0,34.69704158814282,11.25,-0.0,24.597063426174003,11.25,-0.0,24.597063426174003,11.25,-0.0,30.40293657382599
2030-01-14 16:00:00,1.0,0.0,0.0,0.0,114.29410501431681,0.0,0.0,-0.0,-0.0,34.69704158814282,-0.0,-0.0,24.597063426174003,-0.0,-0.0,24.597063426174003,-0.0,-0.0,30.40293657382599
2030-01-14 17:00:00,1.0,0.0,34.9661678520667,0.0,147.46592445240327,0.0,34.9661678520667,6.723615880936293,-0.0,41.07562367689427,11.25,-0.0,35.26975052924228,5.742551971130402,-0.0,30.04492656937247,11.25,-0.0,41.07562367689427
