snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane
2030-01-14 06:00:00,1.0,0.0,0.0,23.3493997627692,22.0,23.3493997627692,0.0,-0.0,22.499999999999982,11.0,-0.0,0.8493997627692169,11.0
2030-01-14 07:00:00,1.0,0.0,18.50906002359018,0.0,39.559236106994454,0.0,18.50906002359018,2.7601446982724815,-0.0,13.618503175453778,15.7489153253177,-0.0,25.940732931540676
2030-01-14 08:00:00,1.0,0.0,32.01122937295478,0.0,69.92775476318067,0.0,32.01122937295478,22.5,-0.0,34.963877381590336,9.51122937295478,-0.0,34.963877381590336
2030-01-14 09:00:00,1.0,0.0,45.0,0.0,112.61850317545378,0.0,45.0,22.5,-0.0,56.30925158772689,22.5,-0.0,56.30925158772689
2030-01-14 10:00:00,1.0,0.0,45.0,0.0,155.3092515877269,0.0,45.0,22.5,-0.0,77.65462579386345,22.5,-0.0,77.65462579386345
2030-01-14 11:00:00,1.0,0.0,45.0,0.0,198.0,0.0,45.0,22.5,-0.0,99.0,22.5,-0.0,99.0
2030-01-14 12:00:00,1.0,0.0,0.0,-6.524725345346006e-13,198.00000000000068,0.0,6.524725345346006e-13,-0.0,-3.262362672673003e-13,99.00000000000034,-0.0,-3.262362672673003e-13,99.00000000000034
2030-01-14 13:00:00,1.0,0.0,0.0,24.37428888194189,172.30724359538223,24.37428888194189,0.0,-0.0,22.50000000000033,75.28291754873715,-0.0,1.8742888819415608,97.02432604664509
2030-01-14 14:00:00,1.0,0.0,0.0,45.00000000000006,124.87307869285647,45.00000000000006,0.0,-0.0,22.5,51.5658350974743,-0.0,22.50000000000006,73.30724359538218
2030-01-14 15:00:00,1.0,0.0,45.0,0.0,167.56382710512958,0.0,45.0,22.5,-0.0,72.91120930361086,22.5,-0.0,94.65261780151873
2030-01-14 16:00:00,1.0,0.0,0.0,12.05196541090135,154.85994011179113,12.05196541090135,0.0,-0.0,4.956703225982646,67.68638534374104,-0.0,7.0952621849187025,87.1735547680501
2030-01-14 17:00:00,1.0,0.0,34.966167852066675,0.0,188.0317595498776,0.0,34.966167852066675,22.5,-0.0,89.03175954987759,12.466167852066675,-0.0,99.0
2030-01-14 18:00:00,1.0,0.0,0.0,45.0,140.59759464735188,45.0,0.0,-0.0,22.5,65.31467709861474,-0.0,22.5,75.28291754873715
2030-01-14 19:00:00,1.0,0.0,0.0,29.02742700246256,109.99999999999997,29.02742700246256,0.0,-0.0,6.527427002462559,58.43416490252568,-0.0,22.5,51.5658350974743
2030-01-14 20:00:00,1.0,0.0,0.0,45.0,62.565835097474285,45.0,0.0,-0.0,22.5,34.71708245126283,-0.0,22.5,27.84875264621145
2030-01-14 21:00:00,1.0,0.0,0.0,38.48413022844519,22.0,38.48413022844519,0.0,-0.0,22.499999999999986,11.0,-0.0,15.984130228445201,11.0
2030-01-14 22:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,11.0,-0.0,-0.0,11.0
2030-01-14 23:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,11.0,-0.0,-0.0,11.0
2030-01-15 00:00:00,1.0,0.0,0.0,0.0,22.0,0.0,0.0,-0.0,-0.0,11.0,-0.0,-0.0,11.0
2030-01-15 01:00:00,1.0,0.0,2.7601446982724815,0.0,24.618503175453778,0.0,2.7601446982724815,-0.0,-0.0,11.0,2.7601446982724815,-0.0,13.618503175453778
2030-01-15 02:00:00,1.0,0.0,29.657538159458028,0.0,52.754114288627385,0.0,29.657538159458028,7.157538159458029,-0.0,17.79023690703705,22.5,-0.0,34.963877381590336
2030-01-15 03:00:00,1.0,0.0,45.0,0.0,95.4448627009005,0.0,45.0,22.5,-0.0,39.13561111317361,22.5,-0.0,56.30925158772689
2030-01-15 04:00:00,1.0,0.0,45.0,0.0,138.1356111131736,0.0,45.0,22.5,-0.0,60.480985319310165,22.5,-0.0,77.65462579386345
2030-01-15 05:00:00,1.0,0.0,45.0,0.0,180.82635952544672,0.0,45.0,22.5,-0.0,81.82635952544672,22.5,-0.0,99.0
2030-01-15 06:00:00,1.0,0.0,18.10260653881445,0.0,198.0,0.0,18.10260653881445,18.10260653881445,-0.0,99.0,-0.0,-0.0,99.0
2030-01-15 07:00:00,1.0,0.0,0.0,14.546746950114226,182.66638236384375,14.546746950114226,0.0,-0.0,-0.0,99.0,-0.0,14.546746950114226,83.66638236384375
2030-01-15 08:00:00,1.0,0.0,0.0,0.0,182.66638236384375,0.0,0.0,-0.0,-0.0,99.0,-0.0,-0.0,83.66638236384375
2030-01-15 09:00:00,1.0,0.0,16.163052166793587,0.0,198.0,0.0,16.163052166793587,-0.0,-0.0,99.0,16.163052166793587,-0.0,99.0
2030-01-15 10:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,99.0,-0.0,-0.0,99.0
2030-01-15 11:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,99.0,-0.0,-0.0,99.0
2030-01-15 12:00:00,1.0,0.0,0.0,0.0,198.0,0.0,0.0,-0.0,-0.0,99.0,-0.0,-0.0,99.0
2030-01-15 13:00:00,1.0,0.0,0.0,45.0,150.5658350974743,45.0,0.0,-0.0,22.5,75.28291754873715,-0.0,22.5,75.28291754873715
