trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode
8f3da96673be42931f172865,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,25.0,1075.0,860.0,43.0,34.4,True,,-4051293.7838980956,2857.765592668421,802.8246801343253,-388.6226685176953,1.3639240969197113,-0.48041893960367454,-0.48041893960367454,-48.04189396036745,0.0,57.0,57.0,100.0,64.84774336344363,1584.9956751306063,1426.4961076175457,3011.491782748152,1.400693852441001,1.7508673155512513,0,0.0,10.0,42.84119389704879,85.67064774567402,True,True,False,False,False,benchmark
047c1fe4b2dd999ef7890092,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,50.0,1075.0,860.0,21.5,17.2,True,,-4119108.2584770317,2213.774867455561,1446.8154053471853,283.5474470668123,2.4580041495703813,0.3505239783534768,0.3505239783534768,35.05239783534768,0.0,63.0,63.0,100.0,66.20810240457173,2455.271280083768,2209.744152075392,4665.01543215916,2.1697746196089116,2.7122182745111396,0,0.0,10.0,39.91050590892513,90.0,True,True,False,False,False,benchmark
5ed754fbc7dd7838a7dbb768,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,240.0,192.0,3.0,2.4,True,,-4034290.847793119,2890.43831469996,770.1519581027865,755.9602381652148,1.3084161958879204,0.9345250429861044,0.9345250429861044,93.45250429861044,0.0,61.0,61.0,100.0,64.22868746218447,1378.5389332369605,1240.6850399132645,2619.223973150225,5.456716610729635,6.820895763412044,0,0.0,10.0,31.307406702168,90.0,True,True,False,False,False,benchmark
f9056d3d853f1702a41c6729,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,320.0,256.0,4.0,3.2,True,,-4056702.216176585,2688.052544449183,972.5377283535631,917.570559083957,1.6522507039059162,1.134309217442352,1.134309217442352,113.43092174423519,0.0,63.0,63.0,100.0,64.6505969815277,1684.0139345752496,1515.6125411177245,3199.626475692974,4.999416368270272,6.24927046033784,0,0.0,10.0,32.38466628016784,90.0,True,True,True,False,True,benchmark
abc59852d2c9d3248f4a2937,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,480.0,384.0,6.0,4.8,True,,-4089032.778619457,2283.281003947631,1377.3092688551155,1193.840446673672,2.3399197199419066,1.4758366094149429,1.4758366094149429,147.5836609414943,0.0,64.0,64.0,100.0,65.47653132568298,2292.303342762013,2063.0730084858124,4355.376351247825,4.536850365883152,5.671062957353939,0,0.0,10.0,33.05747247051145,90.0,True,True,True,False,True,benchmark
b436cf562682c2bac2b093b9,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,1075.0,860.0,13.4375,10.75,True,,-4158641.7294263793,1658.0171577135384,2002.573115089208,1672.331082880868,3.402184555483199,2.067351162422758,2.067351162422758,206.73511624227578,0.0,69.0,69.0,100.0,67.33646149037381,3278.652554513791,2950.7872990624132,6229.439853576205,2.8974138853842812,3.6217673567303517,0,0.0,10.0,36.73243595311811,90.0,True,True,True,False,True,benchmark
71479c9f62d3e4c0fc4fcf9d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,300.0,240.0,3.0,2.4,True,,-4053104.5151114585,2738.6489870118767,921.9412857908696,557.9124054760687,1.5662920769014186,0.6896964792426766,0.6896964792426766,68.96964792426766,0.0,62.0,62.0,100.0,64.54511960169188,1629.6799835486645,1466.711985193798,3096.3919687424623,5.160653281237437,6.450816601546796,0,0.0,10.0,32.09941419687847,90.0,True,True,False,False,False,benchmark
f8daff7b1123a95dde6109bf,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,400.0,320.0,4.0,3.2,True,,-4078943.9650513297,2485.666774198407,1174.9234986043393,768.3056858545897,1.9960852119239114,0.9497865996793472,0.9497865996793472,94.97865996793472,0.0,64.0,64.0,100.0,65.07250650087093,2021.3235516598768,1819.191196493889,3840.514748153766,4.800643435192208,6.000804293990259,0,0.0,10.0,32.0079768620462,90.0,True,True,False,False,False,benchmark
aafeaac559d5d3149d585b94,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,425.0,340.0,4.25,3.4,True,,-4084460.0313832164,2422.421220995039,1238.169051807707,803.8768911704828,2.1035334956795353,0.9937600529096182,0.9937600529096182,99.37600529096183,0.0,64.0,64.0,100.0,65.20435322566568,2126.732806998823,1914.0595262989405,4040.7923332977634,4.753873333291486,5.942341666614358,0,0.0,10.0,32.23775353586724,90.0,True,True,True,False,True,benchmark
8c0603ab343ea9796c7d369c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,575.0,460.0,5.75,4.6,True,,-4110786.2843384366,2042.9479017748338,1617.6423710279125,925.5737672335599,2.7482231982132763,1.1442028574282155,1.1442028574282155,114.42028574282155,0.0,66.0,66.0,100.0,65.86669108133084,2624.780532375463,2362.3024791379166,4987.0830115133795,4.336593923055113,5.420742403818891,0,0.0,10.0,34.29371800659961,90.0,True,True,True,False,True,benchmark
34f9b89c8a180557c6ab16bf,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,1200.0,960.0,12.0,9.6,True,,-4188183.897697338,1415.428297548632,2245.1619752541146,1350.338957052605,3.8143203557526206,1.6693015163710287,1.6693015163710287,166.93015163710288,0.0,68.0,68.0,100.0,67.89490173533956,3724.34087004352,3351.906783039168,7076.247653082688,2.948436522117787,3.6855456526472334,0,0.0,10.0,35.511411662994114,90.0,True,True,True,False,True,benchmark
