trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,average_absolute_power_mw,average_power_utilisation_pct,active_hours,idle_hours,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode
d3839536b996285cf488388e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,25.0,850.0,850.0,34.0,34.0,True,,-4064447.950972861,2857.765592668421,802.8246801343253,670.4523992439754,1.3639240969197113,0.8288194611191702,0.8288194611191702,82.88194611191702,0.0,57.0,57.0,100.0,65.06144168821551,1518.7541588576005,1518.7541588576007,3037.508317715201,1.7867695986560006,1.7867695986560006,0,0.0,18.08040665306667,72.32162661226668,127,41,0.0,43.15777727465846,100.0,True,True,False,False,False,benchmark
e3fe868fc793992d5308763e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,50.0,50.0,1.0,1.0,True,,-3973115.4045367776,3410.014661626268,250.5756111764781,714.9092742456705,0.4257045437701289,0.8837774614537158,0.4257045437701289,42.57045437701289,0.0,56.0,56.0,100.0,62.84519008183922,504.864948883855,504.864948883855,1009.72989776771,10.0972989776771,10.0972989776771,0,0.0,6.010297010522083,12.020594021044166,39,129,0.0,25.683403936670455,100.0,True,True,False,False,False,benchmark
a595de0e4195673e6f04de6e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,100.0,100.0,2.0,2.0,True,,-3999392.7024426893,3223.5975892460087,436.9926835567376,851.3263466259305,0.7424097265930092,1.0524175088980352,0.7424097265930092,74.24097265930092,0.0,57.0,57.0,100.0,63.5107324766057,809.3927342428065,809.3927342428065,1618.785468485613,8.093927342428065,8.093927342428065,0,0.0,9.635627788604838,19.271255577209676,50,118,0.0,23.68824745883164,100.0,True,True,False,False,False,benchmark
38adf5cccefe1416c6b97b5d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,150.0,150.0,3.0,3.0,True,,-4019689.6910528312,3073.5975892460096,586.9926835567367,927.9216139197888,0.9972457071008886,1.147105287231532,0.9972457071008886,99.72457071008886,0.0,60.0,60.0,100.0,63.87304992576441,1040.920115326374,1040.920115326374,2081.840230652748,6.939467435509159,6.939467435509159,0,0.0,12.391906134837784,24.78381226967557,61,107,0.0,25.8486909680147,100.0,True,True,True,False,True,benchmark
417bb09b5d5af584ce98b1e0,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,350.0,350.0,7.0,7.0,True,,-4072811.7547114766,2581.248437375498,1079.3418354272485,1120.3494103646444,1.8337008995618584,1.3849863101551854,1.3849863101551854,138.49863101551853,0.0,62.0,62.0,100.0,64.88510018689384,1764.4060266774313,1764.406026677431,3528.8120533548627,5.0411600762212325,5.0411600762212325,0,0.0,21.004833650921803,42.00966730184361,87,81,0.0,28.532584089869836,100.0,True,True,True,False,True,benchmark
5259f3556228e7f29aa4951e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,850.0,850.0,17.0,17.0,True,,-4131367.5570013034,2213.7748674555614,1446.8154053471849,1176.9557502141615,2.458004149570381,1.454963591380385,1.454963591380385,145.49635913803849,0.0,63.0,63.0,100.0,66.32243460924812,2287.348863271888,2287.3488632718877,4574.697726543776,2.6909986626728095,2.6909986626728095,0,0.0,27.23034361037962,54.46068722075924,109,59,0.0,37.97044573820482,100.0,True,True,True,False,True,benchmark
0fd174ad12aac6038bf2db1b,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,80.0,80.0,1.0,1.0,True,,-3990282.226058821,3290.014661626268,370.5756111764781,585.0869282921303,0.6295733281764336,0.723289875853646,0.6295733281764336,62.95733281764336,0.0,59.0,59.0,100.0,63.325930062786725,714.864948883855,714.864948883855,1429.72989776771,8.935811861048188,8.935811861048188,0,0.0,8.510297010522084,10.637871263152606,46,122,0.0,25.807483846070372,100.0,True,True,False,False,False,benchmark
6017a96fa3d971abd1bf57bc,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,160.0,160.0,2.0,2.0,True,,-4028025.9753743443,3017.595625452288,642.9946473504583,736.9333561039457,1.0923878094591546,0.9110038352842874,0.9110038352842874,91.10038352842874,0.0,60.0,60.0,100.0,64.14204691567527,1158.986111391431,1158.986111391431,2317.972222782862,7.243663196196444,7.243663196196444,0,0.0,13.797453707040843,17.246817133801052,56,112,0.0,26.218039686592316,100.0,True,True,False,False,False,benchmark
743133a2d71cdcb48d48dcc9,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,240.0,240.0,3.0,3.0,True,,-4058629.178952915,2777.595625452288,882.9946473504583,880.6146731162553,1.500125378271764,1.0886240091748132,1.0886240091748132,108.86240091748132,0.0,61.0,61.0,100.0,64.69796151885505,1530.3349572197267,1530.3349572197267,3060.6699144394534,6.376395655082194,6.376395655082194,0,0.0,18.21827330023484,22.77284162529355,62,106,0.0,28.11754443351335,100.0,True,True,True,False,True,benchmark
f47651dbf5a0f3907eec5326,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,475.0,475.0,5.9375,5.9375,True,,-4120157.186490163,2137.3333799257925,1523.2568928769538,1273.9292855098247,2.5878710924112447,1.5748431732227413,1.5748431732227413,157.48431732227414,0.0,66.0,66.0,100.0,66.14929979158761,2456.542052716549,2456.542052716549,4913.084105433098,5.17166747940326,5.17166747940326,0,0.0,29.24454824662558,36.55568530828198,83,85,0.0,29.097156420515322,100.0,True,True,True,False,True,benchmark
