snapshot,baseline_target_loading_pct,target_relaxed_loading_pct,recommended_target_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_injection_mw,battery_model_usable_soc_mwh,battery_physical_soc_pct,baseline_dispatch_down_mw,recommended_dispatch_down_mw
2030-01-14 06:00:00,83.95169554914047,83.95169554914047,100.0,0.0,41.240415496153204,41.240415496153204,0.0,10.0,0.0,0.0
2030-01-14 07:00:00,100.0,126.35379484528657,100.0,20.132858067698066,0.0,-20.132858067698066,19.099706190846696,15.426052895126904,0.0,0.0
2030-01-14 08:00:00,100.0,127.50239748571384,100.0,32.011229372954766,0.0,-32.011229372954766,49.4682248470329,24.053472967907076,0.0,0.0
2030-01-14 09:00:00,100.0,111.11798216545277,100.0,90.0,0.0,-90.0,134.84972167157912,48.30958002033498,41.67236712545264,0.0
2030-01-14 10:00:00,100.0,113.31409713468854,100.0,64.68837559381912,0.0,-64.68837559381912,196.2185031754538,65.7438929475721,0.0,0.0
2030-01-14 11:00:00,100.0,109.07999676203939,100.0,90.0,0.0,-90.0,281.6,90.0,76.00196379372062,0.0
2030-01-14 12:00:00,83.86859419131834,83.86859419131834,100.0,0.0,41.45396668689579,41.45396668689579,237.90368240688844,77.58627341104784,0.0,0.0
2030-01-14 13:00:00,79.9480287312923,79.9480287312923,100.0,0.0,51.5289094352982,51.5289094352982,183.5874426868607,62.155523490585416,0.0,0.0
2030-01-14 14:00:00,52.91180755181969,52.91180755181969,56.08499479804255,0.0,8.154354304657856,8.154354304657856,174.99199853662157,59.71363594790385,0.0,0.0
2030-01-14 15:00:00,100.0,130.12277358678512,100.0,77.40853262221314,0.0,-77.40853262221314,248.42818056191354,80.57618765963454,0.0,0.0
2030-01-14 16:00:00,95.31009550174358,95.31009550174358,95.31009550174358,0.0,0.0,0.0,248.42818056191354,80.57618765963454,0.0,0.0
2030-01-14 17:00:00,100.0,113.60674232833972,100.0,34.966167852066704,0.0,-34.966167852066704,281.6,90.0,0.0,0.0
2030-01-14 18:00:00,76.42933929910367,76.42933929910367,100.0,0.0,60.5711241209505,60.5711241209505,217.7524291136774,71.86148554365836,0.0,0.0
2030-01-14 19:00:00,88.70426060561704,88.70426060561704,100.0,0.0,29.02742700246256,29.02742700246256,187.1548344663255,63.16898706429701,0.0,0.0
2030-01-14 20:00:00,49.7850596096521,49.7850596096521,84.80767960997875,0.0,90.0,90.0,92.28650466127412,36.21775700604379,0.0,0.0
2030-01-14 21:00:00,69.1662349021497,69.1662349021497,69.1662349021497,0.0,0.0,0.0,92.28650466127412,36.21775700604379,0.0,0.0
2030-01-14 22:00:00,55.93373301718496,55.93373301718496,90.00321848775222,0.0,87.55066560761165,87.55066560761165,0.0,10.0,0.0,0.0
2030-01-14 23:00:00,100.0,116.2537428523898,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-15 00:00:00,100.0,116.67596881491953,100.0,4.52478188568374,0.0,-4.52478188568374,4.292585002269673,11.219484375644795,44.07690865582424,39.55212677014049
2030-01-15 01:00:00,100.0,115.1858953965623,100.0,0.0,0.0,0.0,4.292585002269673,11.219484375644795,81.34498907962188,81.34498907962188
2030-01-15 02:00:00,100.0,109.52104251727496,100.0,4.2050746099738205,0.0,-4.2050746099738205,8.281869051808116,12.352803707900033,72.91309365598488,68.70801904601103
2030-01-15 03:00:00,100.0,101.4945787618152,100.0,90.0,0.0,-90.0,93.66336587635435,36.60891076032794,128.8847125624486,38.88471256244861
2030-01-15 04:00:00,97.90293533245642,97.90293533245644,97.90293533245642,90.0,0.0,-90.0,179.04486270090058,60.86501781275584,144.5509807758251,54.55098077582511
2030-01-15 05:00:00,100.0,102.57049917852011,100.0,90.0,0.0,-90.0,264.4263595254468,85.12112486518375,106.92833792169222,16.928337921692446
2030-01-15 06:00:00,100.0,107.22489589216605,100.0,18.102606538814385,0.0,-18.102606538814385,281.6,90.0,18.10260653881437,0.0
2030-01-15 07:00:00,100.0,117.6876889927204,100.0,0.0,14.546746950114287,14.546746950114287,266.2663823638437,85.64385862609197,0.0,0.0
2030-01-15 08:00:00,100.0,117.47961491472192,100.0,0.0,0.0,0.0,266.2663823638437,85.64385862609197,0.0,0.0
2030-01-15 09:00:00,100.0,109.98366145660316,100.0,16.16305216679365,0.0,-16.16305216679365,281.6,90.0,0.0,0.0
2030-01-15 10:00:00,100.0,108.14660189905135,100.0,0.0,0.0,0.0,281.6,90.0,0.0,0.0
2030-01-15 11:00:00,100.0,100.63649931383074,100.0,0.0,0.0,0.0,281.6,90.0,0.0,0.0
2030-01-15 12:00:00,98.8911341084923,98.8911341084923,100.0,0.0,2.849527826152308,2.849527826152308,278.5963339377768,89.1466857777775,0.0,0.0
2030-01-15 13:00:00,76.04959552525324,76.04959552525324,100.0,0.0,61.546977430789234,61.546977430789234,213.72012334435271,70.71594413191839,0.0,0.0
2030-01-15 14:00:00,34.682452891230206,34.682452891230206,69.70507289155688,0.0,90.0,90.0,118.85179353930133,43.764714073665154,0.0,0.0
2030-01-15 15:00:00,29.15248356197852,29.15248356197852,29.15248356197852,0.0,0.0,0.0,118.85179353930133,43.764714073665154,0.0,0.0
2030-01-15 16:00:00,12.526396073852425,12.526396073852425,47.549016074179015,0.0,90.0,90.0,23.98346373424994,16.813484015411913,0.0,0.0
2030-01-15 17:00:00,8.423635158738206,8.423635158738206,8.423635158738206,0.0,0.0,0.0,23.98346373424994,16.813484015411913,0.0,0.0
2030-01-15 18:00:00,27.83143825057846,27.83143825057846,27.83143825057846,0.0,0.0,0.0,23.98346373424994,16.813484015411913,0.0,0.0
2030-01-15 19:00:00,18.84316102253419,18.84316102253419,27.697156221799673,0.0,22.752711474083124,22.752711474083124,0.0,10.0,0.0,0.0
2030-01-15 20:00:00,25.885360313050054,25.885360313050054,25.885360313050054,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-15 21:00:00,1.5172376788955126,1.5172376788955126,1.5172376788955126,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-15 22:00:00,6.501541734640358,6.501541734640358,6.501541734640358,0.0,0.0,0.0,0.0,10.0,0.0,0.0
