snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh
2030-01-14 06:00:00,1.0,0.0,0.0,41.240415496153304,31.0,41.240415496153304,0.0,-0.0,41.240415496153304,31.0
2030-01-14 07:00:00,1.0,0.0,15.832858067698083,0.0,46.0203680092295,0.0,15.832858067698083,15.832858067698083,-0.0,46.0203680092295
2030-01-14 08:00:00,1.0,0.0,27.711229372954776,0.0,72.3095484837985,0.0,27.711229372954776,27.711229372954776,-0.0,72.3095484837985
2030-01-14 09:00:00,1.0,0.0,85.0,0.0,152.94762881809217,0.0,85.0,85.0,-0.0,152.94762881809217
2030-01-14 10:00:00,1.0,0.0,47.87086579993317,0.0,198.36191966570632,0.0,47.87086579993317,47.87086579993317,-0.0,198.36191966570632
2030-01-14 11:00:00,1.0,0.0,85.0,0.0,279.0,0.0,85.0,85.0,-0.0,279.0
2030-01-14 12:00:00,1.0,0.0,0.0,41.45396668689585,235.30368240688836,41.45396668689585,0.0,-0.0,41.45396668689585,235.30368240688836
2030-01-14 13:00:00,1.0,0.0,0.0,0.0,235.30368240688836,0.0,0.0,-0.0,-0.0,235.30368240688836
2030-01-14 14:00:00,1.0,0.0,0.0,59.68326373995596,172.3919985366216,59.68326373995596,0.0,-0.0,59.68326373995596,172.3919985366216
2030-01-14 15:00:00,1.0,0.0,77.40853262221312,0.0,245.82818056191354,0.0,77.40853262221312,77.40853262221312,-0.0,245.82818056191354
2030-01-14 16:00:00,1.0,0.0,0.0,0.0,245.82818056191354,0.0,0.0,-0.0,-0.0,245.82818056191354
2030-01-14 17:00:00,1.0,0.0,34.96616785206669,0.0,279.0,0.0,34.96616785206669,34.96616785206669,-0.0,279.0
2030-01-14 18:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 19:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 20:00:00,1.0,0.0,0.0,85.0,189.40213296189592,85.0,0.0,-0.0,85.0,189.40213296189592
2030-01-14 21:00:00,1.0,0.0,0.0,65.2734579165274,120.59786703810408,65.2734579165274,0.0,-0.0,65.2734579165274,120.59786703810408
2030-01-14 22:00:00,1.0,0.0,0.0,85.0,31.0,85.0,0.0,-0.0,85.0,31.0
2030-01-14 23:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 00:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 01:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 02:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 03:00:00,1.0,0.0,73.31234670177165,0.0,100.55019885685942,0.0,73.31234670177165,73.31234670177165,-0.0,100.55019885685942
2030-01-15 04:00:00,1.0,0.0,85.0,0.0,181.1882791911531,0.0,85.0,85.0,-0.0,181.1882791911531
2030-01-15 05:00:00,1.0,0.0,85.0,0.0,261.8263595254468,0.0,85.0,85.0,-0.0,261.8263595254468
2030-01-15 06:00:00,1.0,0.0,18.10260653881437,0.0,279.0,0.0,18.10260653881437,18.10260653881437,-0.0,279.0
2030-01-15 07:00:00,1.0,0.0,0.0,14.546746950114226,263.66638236384375,14.546746950114226,0.0,-0.0,14.546746950114226,263.66638236384375
2030-01-15 08:00:00,1.0,0.0,0.0,0.0,263.66638236384375,0.0,0.0,-0.0,-0.0,263.66638236384375
2030-01-15 09:00:00,1.0,0.0,16.16305216679359,0.0,279.0,0.0,16.16305216679359,16.16305216679359,-0.0,279.0
2030-01-15 10:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 11:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 12:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 13:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 14:00:00,1.0,0.0,0.0,84.99999999999994,189.40213296189597,84.99999999999994,0.0,-0.0,84.99999999999994,189.40213296189597
2030-01-15 15:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 16:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 17:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 18:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 19:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 20:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 21:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 22:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-15 23:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-16 00:00:00,1.0,0.0,0.0,0.0,189.40213296189597,0.0,0.0,-0.0,-0.0,189.40213296189597
2030-01-16 01:00:00,1.0,0.0,0.0,65.2734579165274,120.59786703810414,65.2734579165274,0.0,-0.0,65.2734579165274,120.59786703810414
2030-01-16 02:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 03:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 04:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 05:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 06:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 07:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 08:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 09:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 10:00:00,1.0,0.0,0.0,0.0,120.59786703810414,0.0,0.0,-0.0,-0.0,120.59786703810414
2030-01-16 11:00:00,1.0,0.0,0.0,84.99999999999996,30.9999999999999,84.99999999999996,0.0,-0.0,84.99999999999996,30.9999999999999
2030-01-16 12:00:00,1.0,0.0,0.0,0.0,30.9999999999999,0.0,0.0,-0.0,-0.0,30.9999999999999
2030-01-16 13:00:00,1.0,0.0,0.0,-9.437120363534172e-14,31.0,0.0,9.437120363534172e-14,-0.0,-9.437120363534172e-14,31.0
2030-01-16 14:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-16 15:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-16 16:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-16 17:00:00,1.0,0.0,47.52840930822125,0.0,76.08940809361808,0.0,47.52840930822125,47.52840930822125,-0.0,76.08940809361808
2030-01-16 18:00:00,1.0,0.0,0.0,0.0,76.08940809361808,0.0,0.0,-0.0,-0.0,76.08940809361808
2030-01-16 19:00:00,1.0,0.0,0.0,42.775568377399125,31.0,42.775568377399125,0.0,-0.0,42.775568377399125,31.0
2030-01-16 20:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-16 21:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-16 22:00:00,1.0,0.0,0.0,-2.2796360433062506e-13,31.00000000000024,0.0,2.2796360433062506e-13,-0.0,-2.2796360433062506e-13,31.00000000000024
2030-01-16 23:00:00,1.0,0.0,0.0,2.2796360433062506e-13,31.0,2.2796360433062506e-13,0.0,-0.0,2.2796360433062506e-13,31.0
2030-01-17 00:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-17 01:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-17 02:00:00,1.0,0.0,14.56890884004116,0.0,44.82128048736753,0.0,14.56890884004116,14.56890884004116,-0.0,44.82128048736753
2030-01-17 03:00:00,1.0,0.0,3.3062874995147524,0.0,47.95790021671037,0.0,3.3062874995147524,3.3062874995147524,-0.0,47.95790021671037
2030-01-17 04:00:00,1.0,0.0,0.0,0.0,47.95790021671037,0.0,0.0,-0.0,-0.0,47.95790021671037
2030-01-17 05:00:00,1.0,0.0,0.0,0.0,47.95790021671037,0.0,0.0,-0.0,-0.0,47.95790021671037
2030-01-17 06:00:00,1.0,0.0,0.0,0.0,47.95790021671037,0.0,0.0,-0.0,-0.0,47.95790021671037
2030-01-17 07:00:00,1.0,0.0,0.0,0.0,47.95790021671037,0.0,0.0,-0.0,-0.0,47.95790021671037
2030-01-17 08:00:00,1.0,0.0,0.0,0.0,47.95790021671037,0.0,0.0,-0.0,-0.0,47.95790021671037
2030-01-17 09:00:00,1.0,0.0,0.0,1.862392319852287e-13,47.95790021671017,1.862392319852287e-13,0.0,-0.0,1.862392319852287e-13,47.95790021671017
2030-01-17 10:00:00,1.0,0.0,0.0,0.0,47.95790021671017,0.0,0.0,-0.0,-0.0,47.95790021671017
2030-01-17 11:00:00,1.0,0.0,0.0,0.0,47.95790021671017,0.0,0.0,-0.0,-0.0,47.95790021671017
2030-01-17 12:00:00,1.0,0.0,0.0,-2.493014218182434e-13,47.957900216710534,0.0,2.493014218182434e-13,-0.0,-2.493014218182434e-13,47.957900216710534
2030-01-17 13:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 14:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 15:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 16:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 17:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 18:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 19:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 20:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 21:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 22:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
2030-01-17 23:00:00,1.0,0.0,0.0,0.0,47.957900216710534,0.0,0.0,-0.0,-0.0,47.957900216710534
