snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh,charge_mw__Binbane,discharge_mw__Binbane,soc_mwh__Binbane,charge_mw__Ardnagappary,discharge_mw__Ardnagappary,soc_mwh__Ardnagappary
2030-01-14 06:00:00,1.0,0.0,0.0,41.24041549615326,22.692,41.24041549615326,0.0,-0.0,20.74,7.563999999999999,-0.0,19.708422230196426,7.563999999999999,-0.0,0.7919932659568317,7.564000000000002
2030-01-14 07:00:00,1.0,0.0,0.0,0.0,22.692,0.0,0.0,-0.0,-0.0,7.563999999999999,-0.0,-0.0,7.563999999999999,-0.0,-0.0,7.564000000000002
2030-01-14 08:00:00,1.0,0.0,4.695745772108991,0.0,27.146775585891113,0.0,4.695745772108991,1.5652485907029976,-0.0,9.048925195297038,1.5652485907029976,-0.0,9.048925195297038,1.565248590702995,-0.0,9.048925195297038
2030-01-14 09:00:00,1.0,0.0,62.22,0.0,86.17385039059408,0.0,62.22,20.74,-0.0,28.72461679686469,20.74,-0.0,28.72461679686469,20.740000000000006,-0.0,28.724616796864698
2030-01-14 10:00:00,1.0,0.0,62.22,0.0,145.20092519529703,0.0,62.22,20.74,-0.0,48.400308398432344,20.74,-0.0,48.400308398432344,20.740000000000006,-0.0,48.40030839843236
2030-01-14 11:00:00,1.0,0.0,62.22,0.0,204.228,0.0,62.22,20.74,-0.0,68.076,20.74,-0.0,68.076,20.740000000000006,-0.0,68.07600000000002
2030-01-14 12:00:00,1.0,0.0,0.0,41.45396668689588,160.5316824068883,41.45396668689588,0.0,-0.0,-0.0,68.076,-0.0,20.71396668689588,46.241561964185706,-0.0,20.740000000000006,46.21412044270262
2030-01-14 13:00:00,1.0,0.0,0.0,50.13555106685999,107.68417136723414,50.13555106685999,0.0,-0.0,20.74,46.21412044270252,-0.0,20.74,24.379682406888307,-0.0,8.655551066859989,37.09036851764331
2030-01-14 14:00:00,1.0,0.0,0.0,0.0,107.6841713672342,0.0,0.0,-0.0,-0.0,46.21412044270258,-0.0,-0.0,24.379682406888307,-0.0,-0.0,37.09036851764331
2030-01-14 15:00:00,1.0,0.0,62.22,0.0,166.71124617193715,0.0,62.22,20.74,-0.0,65.88981204427023,20.74,-0.0,44.055374008455956,20.740000000000006,-0.0,56.76606011921098
