trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,average_absolute_power_mw,average_power_utilisation_pct,active_hours,idle_hours,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode,renewable_capacity_mw,peak_load_mw,is_target_endpoint,site,site_pair
000f4cca0ffaf86f49e671ef,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,150.0,570.0,456.0,3.8,3.04,True,,-4114391.445942578,2055.597012415507,1604.9932603872394,1414.6892224433905,2.7267335414621523,1.748851910021955,1.748851910021955,174.8851910021955,0.0,69.0,69.0,100.0,65.96906422947531,2627.1753620891304,2364.457825880217,4991.633187969348,4.3786256034818845,5.473282004352355,0,0.0,29.71210230934135,19.808068206227567,73,95,10.0,31.907055367774547,90.0,True,True,True,False,True,benchmark,,,,,
001f2f99f8e87f3627caa99c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.0,theoretical,0.0,100.0,100.0,100.0,145.0,435.0,435.0,3.0,3.0,True,,-4123060.5921401815,2192.595625452288,1467.9946473504583,1350.4342090527134,2.4939857022525,1.6694192677751394,1.6694192677751394,166.94192677751394,0.0,70.0,70.0,100.0,65.8989606413296,2442.894239490077,2442.8942394900764,4885.788478980154,5.61584882641397,5.61584882641397,0,0.0,29.082074279643766,20.05660295147846,70,98,0.0,28.78173083962377,100.0,True,True,True,False,True,benchmark,,,,,
00b034565bd83a6ba1072311,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,190.0,850.0,680.0,4.473684210526316,3.5789473684210527,True,,-4160048.9200404156,1495.8618032699499,2164.728469532796,1658.352095110029,3.677671347111431,2.050070208362062,2.050070208362062,205.0070208362062,0.0,68.0,68.0,100.0,67.0908828528505,3421.8015682816454,3079.6214114534805,6501.422979735125,3.8243664586677206,4.780458073334651,0,0.0,38.698946307947175,20.367866477866936,76,92,10.0,36.89573173519001,90.0,True,True,True,False,True,benchmark,,,,,
00c99cecabe18e3085d58107,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.0,theoretical,0.0,100.0,100.0,100.0,285.0,6840.0,6840.0,24.0,24.0,True,,-4683144.728849119,0.0,3660.5902728027454,2469.1429241507285,6.219000742715329,3.052377335256748,3.052377335256748,305.2377335256748,0.0,79.0,79.0,100.0,82.64392711551126,9199.739030572488,9199.739030572484,18399.47806114497,1.3449910863410066,1.3449910863410066,0,0.0,109.52070274491057,38.4283167526002,137,31,0.0,49.87539363619468,100.0,True,True,True,False,True,benchmark,,,,,
00f452275b9811f0b25cb0fd,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,150.0,75.0,60.0,0.5,0.4,True,,-3975570.84235681,3356.448527174443,304.1417456283034,505.02017609569157,0.5167083997371148,0.6243106157542784,0.5167083997371148,51.67083997371148,0.0,59.0,59.0,100.0,62.942258850981936,607.5239705558813,546.771573500293,1154.2955440561743,7.695303627041162,9.619129533801452,0,0.0,6.8708068098581805,4.580537873238787,42,126,10.0,27.22717275249983,90.0,True,True,False,False,False,benchmark,,,,,
012edec956f495d9c5df3728,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,190.0,3040.0,2432.0,16.0,12.8,True,,-4369926.061610338,262.58684852138066,3398.003424281366,2246.1146299439934,5.772890229305859,2.776667693786008,2.776667693786008,277.6667693786008,0.0,73.0,73.0,100.0,72.42819752432197,5608.972463829155,5048.07521744624,10657.047681275395,1.752803894946611,2.191004868683264,0,0.0,63.434807626639255,33.386740856125925,105,63,10.0,41.31350867003747,90.0,True,True,True,False,True,benchmark,,,,,
0159c99262f419c755744fb3,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,285.0,1425.0,1140.0,5.0,4.0,True,,-4242347.933879145,1010.9792287107992,2649.611044091947,1885.752322656721,4.50144152257121,2.331184474290792,2.331184474290792,233.1184474290792,0.0,72.0,72.0,100.0,69.10459507242244,4375.403665233154,3937.8632987098385,8313.266963942993,2.9169357768221027,3.6461697210276287,0,0.0,49.48373192823209,17.362712957274418,86,82,10.0,35.496995286151936,90.0,True,True,True,False,True,benchmark,,,,,
019c03a36766c22aabe1640c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.0,theoretical,0.0,100.0,100.0,100.0,500.0,8000.0,8000.0,16.0,16.0,True,,-4704581.2416311335,0.0,3660.5902728027454,2469.1429241507285,6.219000742715329,3.052377335256748,3.052377335256748,305.2377335256748,0.0,79.0,79.0,100.0,83.50444681952486,9621.663735926651,9621.663735926651,19243.327471853307,1.2027079669908316,1.2027079669908316,0,0.0,114.54361590388874,22.908723180777745,141,27,0.0,46.61339005842931,90.7740588169271,True,True,True,False,True,benchmark,,,,,
019e10572fb8ecfa5bb55c0e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,40.0,20.0,16.0,0.5,0.4,True,,-3949990.8967060125,3561.825159166157,98.76511363658938,-922.8640084392209,0.16779269715701692,-1.140853028527283,-1.140853028527283,-114.0853028527283,0.0,55.0,55.0,100.0,62.24910684521877,229.67296997911208,206.70567298120085,436.37864296031296,10.909466074007824,13.63683259250978,0,0.0,2.5974919223828152,6.493729805957038,36,132,10.0,30.80436359485561,90.0,True,True,False,False,False,benchmark,,,,,
01f9307d579da7060b830aa7,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,285.0,1420.0,1136.0,4.982456140350878,3.9859649122807017,True,,-4241845.76418671,1015.1955989243567,2645.3946738783898,1885.752322656721,4.49427830365417,2.331184474290792,2.331184474290792,233.1184474290792,0.0,72.0,72.0,100.0,69.08701550911648,4366.970924806039,3930.273832325435,8297.244757131473,2.9215650553279837,3.6519563191599795,0,0.0,49.388361649592106,17.329249701611264,86,82,10.0,35.524734538500894,90.0,True,True,True,False,True,benchmark,,,,,
